scope,bucket_granularity,bucket_key,bucket_label,theme,doc_count,bucket_total_docs,doc_share,early_share,late_share,trend_delta
community_announcements,day,2026-03-13,03-13,Launches & Release Timing,43,485,0.0887,0.0992,0.0993,0.0001
community_announcements,day,2026-03-14,03-14,Launches & Release Timing,25236,273032,0.0924,0.0992,0.0993,0.0001
community_announcements,day,2026-03-15,03-15,Launches & Release Timing,27436,306750,0.0894,0.0992,0.0993,0.0001
community_announcements,day,2026-03-16,03-16,Launches & Release Timing,31582,293505,0.1076,0.0992,0.0993,0.0001
community_announcements,day,2026-03-17,03-17,Launches & Release Timing,29074,284009,0.1024,0.0992,0.0993,0.0001
community_announcements,day,2026-03-18,03-18,Launches & Release Timing,1820,16308,0.1116,0.0992,0.0993,0.0001
community_announcements,day,2026-03-19,03-19,Launches & Release Timing,9556,86550,0.1104,0.0992,0.0993,0.0001
community_announcements,day,2026-03-20,03-20,Launches & Release Timing,12827,125734,0.1020,0.0992,0.0993,0.0001
community_announcements,day,2026-03-21,03-21,Launches & Release Timing,156,1580,0.0987,0.0992,0.0993,0.0001
community_announcements,day,2026-03-22,03-22,Launches & Release Timing,112,1153,0.0971,0.0992,0.0993,0.0001
community_announcements,day,2026-03-23,03-23,Launches & Release Timing,332,2779,0.1195,0.0992,0.0993,0.0001
community_announcements,day,2026-03-24,03-24,Launches & Release Timing,297,2600,0.1142,0.0992,0.0993,0.0001
community_announcements,day,2026-03-25,03-25,Launches & Release Timing,547,4740,0.1154,0.0992,0.0993,0.0001
community_announcements,day,2026-03-26,03-26,Launches & Release Timing,4548,40045,0.1136,0.0992,0.0993,0.0001
community_announcements,day,2026-03-27,03-27,Launches & Release Timing,2554,28075,0.0910,0.0992,0.0993,0.0001
community_announcements,day,2026-03-28,03-28,Launches & Release Timing,1034,12585,0.0822,0.0992,0.0993,0.0001
community_announcements,day,2026-03-29,03-29,Launches & Release Timing,5453,69640,0.0783,0.0992,0.0993,0.0001
community_announcements,day,2026-03-30,03-30,Launches & Release Timing,6028,65737,0.0917,0.0992,0.0993,0.0001
community_announcements,day,2026-03-31,03-31,Launches & Release Timing,2498,25796,0.0968,0.0992,0.0993,0.0001
community_announcements,day,2026-04-01,04-01,Launches & Release Timing,354,2988,0.1185,0.0992,0.0993,0.0001
community_announcements,day,2026-04-02,04-02,Launches & Release Timing,298,2149,0.1387,0.0992,0.0993,0.0001
community_announcements,day,2026-04-03,04-03,Launches & Release Timing,251,1895,0.1325,0.0992,0.0993,0.0001
community_announcements,day,2026-04-04,04-04,Launches & Release Timing,209,1158,0.1805,0.0992,0.0993,0.0001
community_announcements,day,2026-04-05,04-05,Launches & Release Timing,109,787,0.1385,0.0992,0.0993,0.0001
community_announcements,day,2026-04-06,04-06,Launches & Release Timing,782,5470,0.1430,0.0992,0.0993,0.0001
community_announcements,day,2026-03-13,03-13,Major Content Updates,32,485,0.0660,0.0485,0.0518,0.0033
community_announcements,day,2026-03-14,03-14,Major Content Updates,13837,273032,0.0507,0.0485,0.0518,0.0033
community_announcements,day,2026-03-15,03-15,Major Content Updates,15710,306750,0.0512,0.0485,0.0518,0.0033
community_announcements,day,2026-03-16,03-16,Major Content Updates,12842,293505,0.0438,0.0485,0.0518,0.0033
community_announcements,day,2026-03-17,03-17,Major Content Updates,13244,284009,0.0466,0.0485,0.0518,0.0033
community_announcements,day,2026-03-18,03-18,Major Content Updates,804,16308,0.0493,0.0485,0.0518,0.0033
community_announcements,day,2026-03-19,03-19,Major Content Updates,4668,86550,0.0539,0.0485,0.0518,0.0033
community_announcements,day,2026-03-20,03-20,Major Content Updates,6166,125734,0.0490,0.0485,0.0518,0.0033
community_announcements,day,2026-03-21,03-21,Major Content Updates,88,1580,0.0557,0.0485,0.0518,0.0033
community_announcements,day,2026-03-22,03-22,Major Content Updates,84,1153,0.0729,0.0485,0.0518,0.0033
community_announcements,day,2026-03-23,03-23,Major Content Updates,169,2779,0.0608,0.0485,0.0518,0.0033
community_announcements,day,2026-03-24,03-24,Major Content Updates,142,2600,0.0546,0.0485,0.0518,0.0033
community_announcements,day,2026-03-25,03-25,Major Content Updates,237,4740,0.0500,0.0485,0.0518,0.0033
community_announcements,day,2026-03-26,03-26,Major Content Updates,1928,40045,0.0481,0.0485,0.0518,0.0033
community_announcements,day,2026-03-27,03-27,Major Content Updates,1553,28075,0.0553,0.0485,0.0518,0.0033
community_announcements,day,2026-03-28,03-28,Major Content Updates,631,12585,0.0501,0.0485,0.0518,0.0033
community_announcements,day,2026-03-29,03-29,Major Content Updates,3732,69640,0.0536,0.0485,0.0518,0.0033
community_announcements,day,2026-03-30,03-30,Major Content Updates,3527,65737,0.0537,0.0485,0.0518,0.0033
community_announcements,day,2026-03-31,03-31,Major Content Updates,1269,25796,0.0492,0.0485,0.0518,0.0033
community_announcements,day,2026-04-01,04-01,Major Content Updates,156,2988,0.0522,0.0485,0.0518,0.0033
community_announcements,day,2026-04-02,04-02,Major Content Updates,123,2149,0.0572,0.0485,0.0518,0.0033
community_announcements,day,2026-04-03,04-03,Major Content Updates,88,1895,0.0464,0.0485,0.0518,0.0033
community_announcements,day,2026-04-04,04-04,Major Content Updates,57,1158,0.0492,0.0485,0.0518,0.0033
community_announcements,day,2026-04-05,04-05,Major Content Updates,37,787,0.0470,0.0485,0.0518,0.0033
community_announcements,day,2026-04-06,04-06,Major Content Updates,235,5470,0.0430,0.0485,0.0518,0.0033
community_announcements,day,2026-03-13,03-13,Patch / Hotfix / Bug Fixes,208,485,0.4289,0.4465,0.5135,0.0670
community_announcements,day,2026-03-14,03-14,Patch / Hotfix / Bug Fixes,121664,273032,0.4456,0.4465,0.5135,0.0670
community_announcements,day,2026-03-15,03-15,Patch / Hotfix / Bug Fixes,147504,306750,0.4809,0.4465,0.5135,0.0670
community_announcements,day,2026-03-16,03-16,Patch / Hotfix / Bug Fixes,114772,293505,0.3910,0.4465,0.5135,0.0670
community_announcements,day,2026-03-17,03-17,Patch / Hotfix / Bug Fixes,123202,284009,0.4338,0.4465,0.5135,0.0670
community_announcements,day,2026-03-18,03-18,Patch / Hotfix / Bug Fixes,7245,16308,0.4443,0.4465,0.5135,0.0670
community_announcements,day,2026-03-19,03-19,Patch / Hotfix / Bug Fixes,41329,86550,0.4775,0.4465,0.5135,0.0670
community_announcements,day,2026-03-20,03-20,Patch / Hotfix / Bug Fixes,63039,125734,0.5014,0.4465,0.5135,0.0670
community_announcements,day,2026-03-21,03-21,Patch / Hotfix / Bug Fixes,932,1580,0.5899,0.4465,0.5135,0.0670
community_announcements,day,2026-03-22,03-22,Patch / Hotfix / Bug Fixes,610,1153,0.5291,0.4465,0.5135,0.0670
community_announcements,day,2026-03-23,03-23,Patch / Hotfix / Bug Fixes,1364,2779,0.4908,0.4465,0.5135,0.0670
community_announcements,day,2026-03-24,03-24,Patch / Hotfix / Bug Fixes,1119,2600,0.4304,0.4465,0.5135,0.0670
community_announcements,day,2026-03-25,03-25,Patch / Hotfix / Bug Fixes,2147,4740,0.4530,0.4465,0.5135,0.0670
community_announcements,day,2026-03-26,03-26,Patch / Hotfix / Bug Fixes,17268,40045,0.4312,0.4465,0.5135,0.0670
community_announcements,day,2026-03-27,03-27,Patch / Hotfix / Bug Fixes,14186,28075,0.5053,0.4465,0.5135,0.0670
community_announcements,day,2026-03-28,03-28,Patch / Hotfix / Bug Fixes,6127,12585,0.4868,0.4465,0.5135,0.0670
community_announcements,day,2026-03-29,03-29,Patch / Hotfix / Bug Fixes,36994,69640,0.5312,0.4465,0.5135,0.0670
community_announcements,day,2026-03-30,03-30,Patch / Hotfix / Bug Fixes,34760,65737,0.5288,0.4465,0.5135,0.0670
community_announcements,day,2026-03-31,03-31,Patch / Hotfix / Bug Fixes,13438,25796,0.5209,0.4465,0.5135,0.0670
community_announcements,day,2026-04-01,04-01,Patch / Hotfix / Bug Fixes,1345,2988,0.4501,0.4465,0.5135,0.0670
community_announcements,day,2026-04-02,04-02,Patch / Hotfix / Bug Fixes,980,2149,0.4560,0.4465,0.5135,0.0670
community_announcements,day,2026-04-03,04-03,Patch / Hotfix / Bug Fixes,855,1895,0.4512,0.4465,0.5135,0.0670
community_announcements,day,2026-04-04,04-04,Patch / Hotfix / Bug Fixes,500,1158,0.4318,0.4465,0.5135,0.0670
community_announcements,day,2026-04-05,04-05,Patch / Hotfix / Bug Fixes,370,787,0.4701,0.4465,0.5135,0.0670
community_announcements,day,2026-04-06,04-06,Patch / Hotfix / Bug Fixes,2168,5470,0.3963,0.4465,0.5135,0.0670
community_announcements,day,2026-03-13,03-13,Discounts / Sales / Promotions,51,485,0.1052,0.1016,0.0392,-0.0624
community_announcements,day,2026-03-14,03-14,Discounts / Sales / Promotions,23705,273032,0.0868,0.1016,0.0392,-0.0624
community_announcements,day,2026-03-15,03-15,Discounts / Sales / Promotions,26947,306750,0.0878,0.1016,0.0392,-0.0624
community_announcements,day,2026-03-16,03-16,Discounts / Sales / Promotions,40330,293505,0.1374,0.1016,0.0392,-0.0624
community_announcements,day,2026-03-17,03-17,Discounts / Sales / Promotions,29124,284009,0.1025,0.1016,0.0392,-0.0624
community_announcements,day,2026-03-18,03-18,Discounts / Sales / Promotions,2037,16308,0.1249,0.1016,0.0392,-0.0624
community_announcements,day,2026-03-19,03-19,Discounts / Sales / Promotions,8672,86550,0.1002,0.1016,0.0392,-0.0624
community_announcements,day,2026-03-20,03-20,Discounts / Sales / Promotions,9953,125734,0.0792,0.1016,0.0392,-0.0624
community_announcements,day,2026-03-21,03-21,Discounts / Sales / Promotions,39,1580,0.0247,0.1016,0.0392,-0.0624
community_announcements,day,2026-03-22,03-22,Discounts / Sales / Promotions,50,1153,0.0434,0.1016,0.0392,-0.0624
community_announcements,day,2026-03-23,03-23,Discounts / Sales / Promotions,113,2779,0.0407,0.1016,0.0392,-0.0624
community_announcements,day,2026-03-24,03-24,Discounts / Sales / Promotions,151,2600,0.0581,0.1016,0.0392,-0.0624
community_announcements,day,2026-03-25,03-25,Discounts / Sales / Promotions,339,4740,0.0715,0.1016,0.0392,-0.0624
community_announcements,day,2026-03-26,03-26,Discounts / Sales / Promotions,5093,40045,0.1272,0.1016,0.0392,-0.0624
community_announcements,day,2026-03-27,03-27,Discounts / Sales / Promotions,2289,28075,0.0815,0.1016,0.0392,-0.0624
community_announcements,day,2026-03-28,03-28,Discounts / Sales / Promotions,1013,12585,0.0805,0.1016,0.0392,-0.0624
community_announcements,day,2026-03-29,03-29,Discounts / Sales / Promotions,2645,69640,0.0380,0.1016,0.0392,-0.0624
community_announcements,day,2026-03-30,03-30,Discounts / Sales / Promotions,1618,65737,0.0246,0.1016,0.0392,-0.0624
community_announcements,day,2026-03-31,03-31,Discounts / Sales / Promotions,957,25796,0.0371,0.1016,0.0392,-0.0624
community_announcements,day,2026-04-01,04-01,Discounts / Sales / Promotions,288,2988,0.0964,0.1016,0.0392,-0.0624
community_announcements,day,2026-04-02,04-02,Discounts / Sales / Promotions,203,2149,0.0945,0.1016,0.0392,-0.0624
community_announcements,day,2026-04-03,04-03,Discounts / Sales / Promotions,219,1895,0.1156,0.1016,0.0392,-0.0624
community_announcements,day,2026-04-04,04-04,Discounts / Sales / Promotions,104,1158,0.0898,0.1016,0.0392,-0.0624
community_announcements,day,2026-04-05,04-05,Discounts / Sales / Promotions,44,787,0.0559,0.1016,0.0392,-0.0624
community_announcements,day,2026-04-06,04-06,Discounts / Sales / Promotions,717,5470,0.1311,0.1016,0.0392,-0.0624
community_announcements,day,2026-03-13,03-13,Events / Seasonal / Anniversary,26,485,0.0536,0.0730,0.0464,-0.0266
community_announcements,day,2026-03-14,03-14,Events / Seasonal / Anniversary,24063,273032,0.0881,0.0730,0.0464,-0.0266
community_announcements,day,2026-03-15,03-15,Events / Seasonal / Anniversary,20380,306750,0.0664,0.0730,0.0464,-0.0266
community_announcements,day,2026-03-16,03-16,Events / Seasonal / Anniversary,21247,293505,0.0724,0.0730,0.0464,-0.0266
community_announcements,day,2026-03-17,03-17,Events / Seasonal / Anniversary,23527,284009,0.0828,0.0730,0.0464,-0.0266
community_announcements,day,2026-03-18,03-18,Events / Seasonal / Anniversary,1044,16308,0.0640,0.0730,0.0464,-0.0266
community_announcements,day,2026-03-19,03-19,Events / Seasonal / Anniversary,5121,86550,0.0592,0.0730,0.0464,-0.0266
community_announcements,day,2026-03-20,03-20,Events / Seasonal / Anniversary,5731,125734,0.0456,0.0730,0.0464,-0.0266
community_announcements,day,2026-03-21,03-21,Events / Seasonal / Anniversary,51,1580,0.0323,0.0730,0.0464,-0.0266
community_announcements,day,2026-03-22,03-22,Events / Seasonal / Anniversary,60,1153,0.0520,0.0730,0.0464,-0.0266
community_announcements,day,2026-03-23,03-23,Events / Seasonal / Anniversary,136,2779,0.0489,0.0730,0.0464,-0.0266
community_announcements,day,2026-03-24,03-24,Events / Seasonal / Anniversary,224,2600,0.0862,0.0730,0.0464,-0.0266
community_announcements,day,2026-03-25,03-25,Events / Seasonal / Anniversary,380,4740,0.0802,0.0730,0.0464,-0.0266
community_announcements,day,2026-03-26,03-26,Events / Seasonal / Anniversary,3115,40045,0.0778,0.0730,0.0464,-0.0266
community_announcements,day,2026-03-27,03-27,Events / Seasonal / Anniversary,1709,28075,0.0609,0.0730,0.0464,-0.0266
community_announcements,day,2026-03-28,03-28,Events / Seasonal / Anniversary,543,12585,0.0431,0.0730,0.0464,-0.0266
community_announcements,day,2026-03-29,03-29,Events / Seasonal / Anniversary,2928,69640,0.0420,0.0730,0.0464,-0.0266
community_announcements,day,2026-03-30,03-30,Events / Seasonal / Anniversary,2982,65737,0.0454,0.0730,0.0464,-0.0266
community_announcements,day,2026-03-31,03-31,Events / Seasonal / Anniversary,1162,25796,0.0450,0.0730,0.0464,-0.0266
community_announcements,day,2026-04-01,04-01,Events / Seasonal / Anniversary,199,2988,0.0666,0.0730,0.0464,-0.0266
community_announcements,day,2026-04-02,04-02,Events / Seasonal / Anniversary,157,2149,0.0731,0.0730,0.0464,-0.0266
community_announcements,day,2026-04-03,04-03,Events / Seasonal / Anniversary,100,1895,0.0528,0.0730,0.0464,-0.0266
community_announcements,day,2026-04-04,04-04,Events / Seasonal / Anniversary,53,1158,0.0458,0.0730,0.0464,-0.0266
community_announcements,day,2026-04-05,04-05,Events / Seasonal / Anniversary,41,787,0.0521,0.0730,0.0464,-0.0266
community_announcements,day,2026-04-06,04-06,Events / Seasonal / Anniversary,220,5470,0.0402,0.0730,0.0464,-0.0266
community_announcements,day,2026-03-13,03-13,DLC / Expansions / Episodes,16,485,0.0330,0.0370,0.0248,-0.0123
community_announcements,day,2026-03-14,03-14,DLC / Expansions / Episodes,12905,273032,0.0473,0.0370,0.0248,-0.0123
community_announcements,day,2026-03-15,03-15,DLC / Expansions / Episodes,11025,306750,0.0359,0.0370,0.0248,-0.0123
community_announcements,day,2026-03-16,03-16,DLC / Expansions / Episodes,10395,293505,0.0354,0.0370,0.0248,-0.0123
community_announcements,day,2026-03-17,03-17,DLC / Expansions / Episodes,10483,284009,0.0369,0.0370,0.0248,-0.0123
community_announcements,day,2026-03-18,03-18,DLC / Expansions / Episodes,439,16308,0.0269,0.0370,0.0248,-0.0123
community_announcements,day,2026-03-19,03-19,DLC / Expansions / Episodes,2962,86550,0.0342,0.0370,0.0248,-0.0123
community_announcements,day,2026-03-20,03-20,DLC / Expansions / Episodes,3126,125734,0.0249,0.0370,0.0248,-0.0123
community_announcements,day,2026-03-21,03-21,DLC / Expansions / Episodes,48,1580,0.0304,0.0370,0.0248,-0.0123
community_announcements,day,2026-03-22,03-22,DLC / Expansions / Episodes,29,1153,0.0252,0.0370,0.0248,-0.0123
community_announcements,day,2026-03-23,03-23,DLC / Expansions / Episodes,107,2779,0.0385,0.0370,0.0248,-0.0123
community_announcements,day,2026-03-24,03-24,DLC / Expansions / Episodes,62,2600,0.0238,0.0370,0.0248,-0.0123
community_announcements,day,2026-03-25,03-25,DLC / Expansions / Episodes,185,4740,0.0390,0.0370,0.0248,-0.0123
community_announcements,day,2026-03-26,03-26,DLC / Expansions / Episodes,1518,40045,0.0379,0.0370,0.0248,-0.0123
community_announcements,day,2026-03-27,03-27,DLC / Expansions / Episodes,897,28075,0.0320,0.0370,0.0248,-0.0123
community_announcements,day,2026-03-28,03-28,DLC / Expansions / Episodes,318,12585,0.0253,0.0370,0.0248,-0.0123
community_announcements,day,2026-03-29,03-29,DLC / Expansions / Episodes,1593,69640,0.0229,0.0370,0.0248,-0.0123
community_announcements,day,2026-03-30,03-30,DLC / Expansions / Episodes,1491,65737,0.0227,0.0370,0.0248,-0.0123
community_announcements,day,2026-03-31,03-31,DLC / Expansions / Episodes,700,25796,0.0271,0.0370,0.0248,-0.0123
community_announcements,day,2026-04-01,04-01,DLC / Expansions / Episodes,90,2988,0.0301,0.0370,0.0248,-0.0123
community_announcements,day,2026-04-02,04-02,DLC / Expansions / Episodes,85,2149,0.0396,0.0370,0.0248,-0.0123
community_announcements,day,2026-04-03,04-03,DLC / Expansions / Episodes,57,1895,0.0301,0.0370,0.0248,-0.0123
community_announcements,day,2026-04-04,04-04,DLC / Expansions / Episodes,29,1158,0.0250,0.0370,0.0248,-0.0123
community_announcements,day,2026-04-05,04-05,DLC / Expansions / Episodes,14,787,0.0178,0.0370,0.0248,-0.0123
community_announcements,day,2026-04-06,04-06,DLC / Expansions / Episodes,158,5470,0.0289,0.0370,0.0248,-0.0123
community_announcements,day,2026-03-13,03-13,Servers / Maintenance / Downtime / Apologies,29,485,0.0598,0.1024,0.0921,-0.0103
community_announcements,day,2026-03-14,03-14,Servers / Maintenance / Downtime / Apologies,33601,273032,0.1231,0.1024,0.0921,-0.0103
community_announcements,day,2026-03-15,03-15,Servers / Maintenance / Downtime / Apologies,33069,306750,0.1078,0.1024,0.0921,-0.0103
community_announcements,day,2026-03-16,03-16,Servers / Maintenance / Downtime / Apologies,23854,293505,0.0813,0.1024,0.0921,-0.0103
community_announcements,day,2026-03-17,03-17,Servers / Maintenance / Downtime / Apologies,29936,284009,0.1054,0.1024,0.0921,-0.0103
community_announcements,day,2026-03-18,03-18,Servers / Maintenance / Downtime / Apologies,1429,16308,0.0876,0.1024,0.0921,-0.0103
community_announcements,day,2026-03-19,03-19,Servers / Maintenance / Downtime / Apologies,8352,86550,0.0965,0.1024,0.0921,-0.0103
community_announcements,day,2026-03-20,03-20,Servers / Maintenance / Downtime / Apologies,11751,125734,0.0935,0.1024,0.0921,-0.0103
community_announcements,day,2026-03-21,03-21,Servers / Maintenance / Downtime / Apologies,174,1580,0.1101,0.1024,0.0921,-0.0103
community_announcements,day,2026-03-22,03-22,Servers / Maintenance / Downtime / Apologies,101,1153,0.0876,0.1024,0.0921,-0.0103
community_announcements,day,2026-03-23,03-23,Servers / Maintenance / Downtime / Apologies,310,2779,0.1116,0.1024,0.0921,-0.0103
community_announcements,day,2026-03-24,03-24,Servers / Maintenance / Downtime / Apologies,217,2600,0.0835,0.1024,0.0921,-0.0103
community_announcements,day,2026-03-25,03-25,Servers / Maintenance / Downtime / Apologies,543,4740,0.1146,0.1024,0.0921,-0.0103
community_announcements,day,2026-03-26,03-26,Servers / Maintenance / Downtime / Apologies,4128,40045,0.1031,0.1024,0.0921,-0.0103
community_announcements,day,2026-03-27,03-27,Servers / Maintenance / Downtime / Apologies,3180,28075,0.1133,0.1024,0.0921,-0.0103
community_announcements,day,2026-03-28,03-28,Servers / Maintenance / Downtime / Apologies,1228,12585,0.0976,0.1024,0.0921,-0.0103
community_announcements,day,2026-03-29,03-29,Servers / Maintenance / Downtime / Apologies,5667,69640,0.0814,0.1024,0.0921,-0.0103
community_announcements,day,2026-03-30,03-30,Servers / Maintenance / Downtime / Apologies,6067,65737,0.0923,0.1024,0.0921,-0.0103
community_announcements,day,2026-03-31,03-31,Servers / Maintenance / Downtime / Apologies,2397,25796,0.0929,0.1024,0.0921,-0.0103
community_announcements,day,2026-04-01,04-01,Servers / Maintenance / Downtime / Apologies,317,2988,0.1061,0.1024,0.0921,-0.0103
community_announcements,day,2026-04-02,04-02,Servers / Maintenance / Downtime / Apologies,215,2149,0.1000,0.1024,0.0921,-0.0103
community_announcements,day,2026-04-03,04-03,Servers / Maintenance / Downtime / Apologies,201,1895,0.1061,0.1024,0.0921,-0.0103
