scope,bucket_granularity,bucket_key,bucket_label,theme,doc_count,bucket_total_docs,doc_share,early_share,late_share,trend_delta
external_coverage,day,2026-04-04,04-04,Servers / Maintenance / Downtime / Apologies,0,10,0.0000,0.0262,0.0161,-0.0101
external_coverage,day,2026-04-05,04-05,Servers / Maintenance / Downtime / Apologies,0,13,0.0000,0.0262,0.0161,-0.0101
external_coverage,day,2026-04-06,04-06,Servers / Maintenance / Downtime / Apologies,2,121,0.0165,0.0262,0.0161,-0.0101
external_coverage,day,2026-03-13,03-13,Roadmaps / Devlogs / Feature Previews,0,2,0.0000,0.0078,0.0123,0.0045
external_coverage,day,2026-03-14,03-14,Roadmaps / Devlogs / Feature Previews,253,36258,0.0070,0.0078,0.0123,0.0045
external_coverage,day,2026-03-15,03-15,Roadmaps / Devlogs / Feature Previews,112,15117,0.0074,0.0078,0.0123,0.0045
external_coverage,day,2026-03-16,03-16,Roadmaps / Devlogs / Feature Previews,138,14915,0.0093,0.0078,0.0123,0.0045
external_coverage,day,2026-03-17,03-17,Roadmaps / Devlogs / Feature Previews,97,10057,0.0096,0.0078,0.0123,0.0045
external_coverage,day,2026-03-18,03-18,Roadmaps / Devlogs / Feature Previews,3,244,0.0123,0.0078,0.0123,0.0045
external_coverage,day,2026-03-19,03-19,Roadmaps / Devlogs / Feature Previews,9,1335,0.0067,0.0078,0.0123,0.0045
external_coverage,day,2026-03-20,03-20,Roadmaps / Devlogs / Feature Previews,3,571,0.0053,0.0078,0.0123,0.0045
external_coverage,day,2026-03-21,03-21,Roadmaps / Devlogs / Feature Previews,0,11,0.0000,0.0078,0.0123,0.0045
external_coverage,day,2026-03-22,03-22,Roadmaps / Devlogs / Feature Previews,0,6,0.0000,0.0078,0.0123,0.0045
external_coverage,day,2026-03-23,03-23,Roadmaps / Devlogs / Feature Previews,2,99,0.0202,0.0078,0.0123,0.0045
external_coverage,day,2026-03-24,03-24,Roadmaps / Devlogs / Feature Previews,2,41,0.0488,0.0078,0.0123,0.0045
external_coverage,day,2026-03-25,03-25,Roadmaps / Devlogs / Feature Previews,1,184,0.0054,0.0078,0.0123,0.0045
external_coverage,day,2026-03-26,03-26,Roadmaps / Devlogs / Feature Previews,11,1546,0.0071,0.0078,0.0123,0.0045
external_coverage,day,2026-03-27,03-27,Roadmaps / Devlogs / Feature Previews,3,361,0.0083,0.0078,0.0123,0.0045
external_coverage,day,2026-03-28,03-28,Roadmaps / Devlogs / Feature Previews,3,381,0.0079,0.0078,0.0123,0.0045
external_coverage,day,2026-03-29,03-29,Roadmaps / Devlogs / Feature Previews,5,390,0.0128,0.0078,0.0123,0.0045
external_coverage,day,2026-03-30,03-30,Roadmaps / Devlogs / Feature Previews,8,407,0.0197,0.0078,0.0123,0.0045
external_coverage,day,2026-03-31,03-31,Roadmaps / Devlogs / Feature Previews,3,275,0.0109,0.0078,0.0123,0.0045
external_coverage,day,2026-04-01,04-01,Roadmaps / Devlogs / Feature Previews,1,93,0.0108,0.0078,0.0123,0.0045
external_coverage,day,2026-04-02,04-02,Roadmaps / Devlogs / Feature Previews,0,94,0.0000,0.0078,0.0123,0.0045
external_coverage,day,2026-04-03,04-03,Roadmaps / Devlogs / Feature Previews,1,44,0.0227,0.0078,0.0123,0.0045
external_coverage,day,2026-04-04,04-04,Roadmaps / Devlogs / Feature Previews,0,10,0.0000,0.0078,0.0123,0.0045
external_coverage,day,2026-04-05,04-05,Roadmaps / Devlogs / Feature Previews,0,13,0.0000,0.0078,0.0123,0.0045
external_coverage,day,2026-04-06,04-06,Roadmaps / Devlogs / Feature Previews,0,121,0.0000,0.0078,0.0123,0.0045
external_coverage,day,2026-03-13,03-13,Balance / Characters / Items / Meta Changes,1,2,0.5000,0.0363,0.0322,-0.0041
external_coverage,day,2026-03-14,03-14,Balance / Characters / Items / Meta Changes,1218,36258,0.0336,0.0363,0.0322,-0.0041
external_coverage,day,2026-03-15,03-15,Balance / Characters / Items / Meta Changes,510,15117,0.0337,0.0363,0.0322,-0.0041
external_coverage,day,2026-03-16,03-16,Balance / Characters / Items / Meta Changes,623,14915,0.0418,0.0363,0.0322,-0.0041
external_coverage,day,2026-03-17,03-17,Balance / Characters / Items / Meta Changes,440,10057,0.0438,0.0363,0.0322,-0.0041
external_coverage,day,2026-03-18,03-18,Balance / Characters / Items / Meta Changes,3,244,0.0123,0.0363,0.0322,-0.0041
external_coverage,day,2026-03-19,03-19,Balance / Characters / Items / Meta Changes,34,1335,0.0255,0.0363,0.0322,-0.0041
external_coverage,day,2026-03-20,03-20,Balance / Characters / Items / Meta Changes,20,571,0.0350,0.0363,0.0322,-0.0041
external_coverage,day,2026-03-21,03-21,Balance / Characters / Items / Meta Changes,0,11,0.0000,0.0363,0.0322,-0.0041
external_coverage,day,2026-03-22,03-22,Balance / Characters / Items / Meta Changes,0,6,0.0000,0.0363,0.0322,-0.0041
external_coverage,day,2026-03-23,03-23,Balance / Characters / Items / Meta Changes,3,99,0.0303,0.0363,0.0322,-0.0041
external_coverage,day,2026-03-24,03-24,Balance / Characters / Items / Meta Changes,1,41,0.0244,0.0363,0.0322,-0.0041
external_coverage,day,2026-03-25,03-25,Balance / Characters / Items / Meta Changes,4,184,0.0217,0.0363,0.0322,-0.0041
external_coverage,day,2026-03-26,03-26,Balance / Characters / Items / Meta Changes,47,1546,0.0304,0.0363,0.0322,-0.0041
external_coverage,day,2026-03-27,03-27,Balance / Characters / Items / Meta Changes,9,361,0.0249,0.0363,0.0322,-0.0041
external_coverage,day,2026-03-28,03-28,Balance / Characters / Items / Meta Changes,12,381,0.0315,0.0363,0.0322,-0.0041
external_coverage,day,2026-03-29,03-29,Balance / Characters / Items / Meta Changes,7,390,0.0179,0.0363,0.0322,-0.0041
external_coverage,day,2026-03-30,03-30,Balance / Characters / Items / Meta Changes,16,407,0.0393,0.0363,0.0322,-0.0041
external_coverage,day,2026-03-31,03-31,Balance / Characters / Items / Meta Changes,11,275,0.0400,0.0363,0.0322,-0.0041
external_coverage,day,2026-04-01,04-01,Balance / Characters / Items / Meta Changes,1,93,0.0108,0.0363,0.0322,-0.0041
external_coverage,day,2026-04-02,04-02,Balance / Characters / Items / Meta Changes,2,94,0.0213,0.0363,0.0322,-0.0041
external_coverage,day,2026-04-03,04-03,Balance / Characters / Items / Meta Changes,1,44,0.0227,0.0363,0.0322,-0.0041
external_coverage,day,2026-04-04,04-04,Balance / Characters / Items / Meta Changes,0,10,0.0000,0.0363,0.0322,-0.0041
external_coverage,day,2026-04-05,04-05,Balance / Characters / Items / Meta Changes,1,13,0.0769,0.0363,0.0322,-0.0041
external_coverage,day,2026-04-06,04-06,Balance / Characters / Items / Meta Changes,2,121,0.0165,0.0363,0.0322,-0.0041
external_coverage,day,2026-03-13,03-13,Platform / Account / Crossplay / Technical Changes,0,2,0.0000,0.0359,0.0369,0.0010
external_coverage,day,2026-03-14,03-14,Platform / Account / Crossplay / Technical Changes,1185,36258,0.0327,0.0359,0.0369,0.0010
external_coverage,day,2026-03-15,03-15,Platform / Account / Crossplay / Technical Changes,474,15117,0.0314,0.0359,0.0369,0.0010
external_coverage,day,2026-03-16,03-16,Platform / Account / Crossplay / Technical Changes,564,14915,0.0378,0.0359,0.0369,0.0010
external_coverage,day,2026-03-17,03-17,Platform / Account / Crossplay / Technical Changes,463,10057,0.0460,0.0359,0.0369,0.0010
external_coverage,day,2026-03-18,03-18,Platform / Account / Crossplay / Technical Changes,11,244,0.0451,0.0359,0.0369,0.0010
external_coverage,day,2026-03-19,03-19,Platform / Account / Crossplay / Technical Changes,84,1335,0.0629,0.0359,0.0369,0.0010
external_coverage,day,2026-03-20,03-20,Platform / Account / Crossplay / Technical Changes,39,571,0.0683,0.0359,0.0369,0.0010
external_coverage,day,2026-03-21,03-21,Platform / Account / Crossplay / Technical Changes,0,11,0.0000,0.0359,0.0369,0.0010
external_coverage,day,2026-03-22,03-22,Platform / Account / Crossplay / Technical Changes,0,6,0.0000,0.0359,0.0369,0.0010
external_coverage,day,2026-03-23,03-23,Platform / Account / Crossplay / Technical Changes,6,99,0.0606,0.0359,0.0369,0.0010
external_coverage,day,2026-03-24,03-24,Platform / Account / Crossplay / Technical Changes,3,41,0.0732,0.0359,0.0369,0.0010
external_coverage,day,2026-03-25,03-25,Platform / Account / Crossplay / Technical Changes,12,184,0.0652,0.0359,0.0369,0.0010
external_coverage,day,2026-03-26,03-26,Platform / Account / Crossplay / Technical Changes,59,1546,0.0382,0.0359,0.0369,0.0010
external_coverage,day,2026-03-27,03-27,Platform / Account / Crossplay / Technical Changes,14,361,0.0388,0.0359,0.0369,0.0010
external_coverage,day,2026-03-28,03-28,Platform / Account / Crossplay / Technical Changes,7,381,0.0184,0.0359,0.0369,0.0010
external_coverage,day,2026-03-29,03-29,Platform / Account / Crossplay / Technical Changes,23,390,0.0590,0.0359,0.0369,0.0010
external_coverage,day,2026-03-30,03-30,Platform / Account / Crossplay / Technical Changes,15,407,0.0369,0.0359,0.0369,0.0010
external_coverage,day,2026-03-31,03-31,Platform / Account / Crossplay / Technical Changes,13,275,0.0473,0.0359,0.0369,0.0010
external_coverage,day,2026-04-01,04-01,Platform / Account / Crossplay / Technical Changes,2,93,0.0215,0.0359,0.0369,0.0010
external_coverage,day,2026-04-02,04-02,Platform / Account / Crossplay / Technical Changes,4,94,0.0426,0.0359,0.0369,0.0010
external_coverage,day,2026-04-03,04-03,Platform / Account / Crossplay / Technical Changes,1,44,0.0227,0.0359,0.0369,0.0010
external_coverage,day,2026-04-04,04-04,Platform / Account / Crossplay / Technical Changes,0,10,0.0000,0.0359,0.0369,0.0010
external_coverage,day,2026-04-05,04-05,Platform / Account / Crossplay / Technical Changes,0,13,0.0000,0.0359,0.0369,0.0010
external_coverage,day,2026-04-06,04-06,Platform / Account / Crossplay / Technical Changes,4,121,0.0331,0.0359,0.0369,0.0010
external_coverage,day,2026-03-13,03-13,Monetization / Store / Pass / Currency,0,2,0.0000,0.0064,0.0038,-0.0026
external_coverage,day,2026-03-14,03-14,Monetization / Store / Pass / Currency,231,36258,0.0064,0.0064,0.0038,-0.0026
external_coverage,day,2026-03-15,03-15,Monetization / Store / Pass / Currency,93,15117,0.0062,0.0064,0.0038,-0.0026
external_coverage,day,2026-03-16,03-16,Monetization / Store / Pass / Currency,95,14915,0.0064,0.0064,0.0038,-0.0026
external_coverage,day,2026-03-17,03-17,Monetization / Store / Pass / Currency,75,10057,0.0075,0.0064,0.0038,-0.0026
external_coverage,day,2026-03-18,03-18,Monetization / Store / Pass / Currency,0,244,0.0000,0.0064,0.0038,-0.0026
external_coverage,day,2026-03-19,03-19,Monetization / Store / Pass / Currency,4,1335,0.0030,0.0064,0.0038,-0.0026
external_coverage,day,2026-03-20,03-20,Monetization / Store / Pass / Currency,3,571,0.0053,0.0064,0.0038,-0.0026
external_coverage,day,2026-03-21,03-21,Monetization / Store / Pass / Currency,0,11,0.0000,0.0064,0.0038,-0.0026
external_coverage,day,2026-03-22,03-22,Monetization / Store / Pass / Currency,0,6,0.0000,0.0064,0.0038,-0.0026
external_coverage,day,2026-03-23,03-23,Monetization / Store / Pass / Currency,0,99,0.0000,0.0064,0.0038,-0.0026
external_coverage,day,2026-03-24,03-24,Monetization / Store / Pass / Currency,0,41,0.0000,0.0064,0.0038,-0.0026
external_coverage,day,2026-03-25,03-25,Monetization / Store / Pass / Currency,0,184,0.0000,0.0064,0.0038,-0.0026
external_coverage,day,2026-03-26,03-26,Monetization / Store / Pass / Currency,10,1546,0.0065,0.0064,0.0038,-0.0026
external_coverage,day,2026-03-27,03-27,Monetization / Store / Pass / Currency,2,361,0.0055,0.0064,0.0038,-0.0026
external_coverage,day,2026-03-28,03-28,Monetization / Store / Pass / Currency,1,381,0.0026,0.0064,0.0038,-0.0026
external_coverage,day,2026-03-29,03-29,Monetization / Store / Pass / Currency,3,390,0.0077,0.0064,0.0038,-0.0026
external_coverage,day,2026-03-30,03-30,Monetization / Store / Pass / Currency,1,407,0.0025,0.0064,0.0038,-0.0026
external_coverage,day,2026-03-31,03-31,Monetization / Store / Pass / Currency,1,275,0.0036,0.0064,0.0038,-0.0026
external_coverage,day,2026-04-01,04-01,Monetization / Store / Pass / Currency,1,93,0.0108,0.0064,0.0038,-0.0026
external_coverage,day,2026-04-02,04-02,Monetization / Store / Pass / Currency,1,94,0.0106,0.0064,0.0038,-0.0026
external_coverage,day,2026-04-03,04-03,Monetization / Store / Pass / Currency,0,44,0.0000,0.0064,0.0038,-0.0026
external_coverage,day,2026-04-04,04-04,Monetization / Store / Pass / Currency,0,10,0.0000,0.0064,0.0038,-0.0026
external_coverage,day,2026-04-05,04-05,Monetization / Store / Pass / Currency,0,13,0.0000,0.0064,0.0038,-0.0026
external_coverage,day,2026-04-06,04-06,Monetization / Store / Pass / Currency,0,121,0.0000,0.0064,0.0038,-0.0026
external_coverage,day,2026-03-13,03-13,Community / Creator / Social / UGC,0,2,0.0000,0.0203,0.0189,-0.0014
external_coverage,day,2026-03-14,03-14,Community / Creator / Social / UGC,823,36258,0.0227,0.0203,0.0189,-0.0014
external_coverage,day,2026-03-15,03-15,Community / Creator / Social / UGC,377,15117,0.0249,0.0203,0.0189,-0.0014
external_coverage,day,2026-03-16,03-16,Community / Creator / Social / UGC,218,14915,0.0146,0.0203,0.0189,-0.0014
external_coverage,day,2026-03-17,03-17,Community / Creator / Social / UGC,137,10057,0.0136,0.0203,0.0189,-0.0014
external_coverage,day,2026-03-18,03-18,Community / Creator / Social / UGC,3,244,0.0123,0.0203,0.0189,-0.0014
external_coverage,day,2026-03-19,03-19,Community / Creator / Social / UGC,24,1335,0.0180,0.0203,0.0189,-0.0014
external_coverage,day,2026-03-20,03-20,Community / Creator / Social / UGC,10,571,0.0175,0.0203,0.0189,-0.0014
external_coverage,day,2026-03-21,03-21,Community / Creator / Social / UGC,0,11,0.0000,0.0203,0.0189,-0.0014
external_coverage,day,2026-03-22,03-22,Community / Creator / Social / UGC,1,6,0.1667,0.0203,0.0189,-0.0014
external_coverage,day,2026-03-23,03-23,Community / Creator / Social / UGC,0,99,0.0000,0.0203,0.0189,-0.0014
external_coverage,day,2026-03-24,03-24,Community / Creator / Social / UGC,0,41,0.0000,0.0203,0.0189,-0.0014
external_coverage,day,2026-03-25,03-25,Community / Creator / Social / UGC,8,184,0.0435,0.0203,0.0189,-0.0014
external_coverage,day,2026-03-26,03-26,Community / Creator / Social / UGC,39,1546,0.0252,0.0203,0.0189,-0.0014
external_coverage,day,2026-03-27,03-27,Community / Creator / Social / UGC,8,361,0.0222,0.0203,0.0189,-0.0014
external_coverage,day,2026-03-28,03-28,Community / Creator / Social / UGC,4,381,0.0105,0.0203,0.0189,-0.0014
external_coverage,day,2026-03-29,03-29,Community / Creator / Social / UGC,2,390,0.0051,0.0203,0.0189,-0.0014
external_coverage,day,2026-03-30,03-30,Community / Creator / Social / UGC,6,407,0.0147,0.0203,0.0189,-0.0014
external_coverage,day,2026-03-31,03-31,Community / Creator / Social / UGC,5,275,0.0182,0.0203,0.0189,-0.0014
external_coverage,day,2026-04-01,04-01,Community / Creator / Social / UGC,3,93,0.0323,0.0203,0.0189,-0.0014
external_coverage,day,2026-04-02,04-02,Community / Creator / Social / UGC,3,94,0.0319,0.0203,0.0189,-0.0014
external_coverage,day,2026-04-03,04-03,Community / Creator / Social / UGC,0,44,0.0000,0.0203,0.0189,-0.0014
external_coverage,day,2026-04-04,04-04,Community / Creator / Social / UGC,0,10,0.0000,0.0203,0.0189,-0.0014
external_coverage,day,2026-04-05,04-05,Community / Creator / Social / UGC,1,13,0.0769,0.0203,0.0189,-0.0014
external_coverage,day,2026-04-06,04-06,Community / Creator / Social / UGC,2,121,0.0165,0.0203,0.0189,-0.0014
external_coverage,day,2026-03-13,03-13,Partnerships / Crossovers / IP Collaborations,0,2,0.0000,0.0300,0.0407,0.0107
external_coverage,day,2026-03-14,03-14,Partnerships / Crossovers / IP Collaborations,982,36258,0.0271,0.0300,0.0407,0.0107
external_coverage,day,2026-03-15,03-15,Partnerships / Crossovers / IP Collaborations,423,15117,0.0280,0.0300,0.0407,0.0107
external_coverage,day,2026-03-16,03-16,Partnerships / Crossovers / IP Collaborations,502,14915,0.0337,0.0300,0.0407,0.0107
external_coverage,day,2026-03-17,03-17,Partnerships / Crossovers / IP Collaborations,335,10057,0.0333,0.0300,0.0407,0.0107
external_coverage,day,2026-03-18,03-18,Partnerships / Crossovers / IP Collaborations,8,244,0.0328,0.0300,0.0407,0.0107
external_coverage,day,2026-03-19,03-19,Partnerships / Crossovers / IP Collaborations,74,1335,0.0554,0.0300,0.0407,0.0107
external_coverage,day,2026-03-20,03-20,Partnerships / Crossovers / IP Collaborations,30,571,0.0525,0.0300,0.0407,0.0107
external_coverage,day,2026-03-21,03-21,Partnerships / Crossovers / IP Collaborations,2,11,0.1818,0.0300,0.0407,0.0107
external_coverage,day,2026-03-22,03-22,Partnerships / Crossovers / IP Collaborations,0,6,0.0000,0.0300,0.0407,0.0107
external_coverage,day,2026-03-23,03-23,Partnerships / Crossovers / IP Collaborations,4,99,0.0404,0.0300,0.0407,0.0107
external_coverage,day,2026-03-24,03-24,Partnerships / Crossovers / IP Collaborations,2,41,0.0488,0.0300,0.0407,0.0107
external_coverage,day,2026-03-25,03-25,Partnerships / Crossovers / IP Collaborations,8,184,0.0435,0.0300,0.0407,0.0107
external_coverage,day,2026-03-26,03-26,Partnerships / Crossovers / IP Collaborations,52,1546,0.0336,0.0300,0.0407,0.0107
external_coverage,day,2026-03-27,03-27,Partnerships / Crossovers / IP Collaborations,15,361,0.0416,0.0300,0.0407,0.0107
external_coverage,day,2026-03-28,03-28,Partnerships / Crossovers / IP Collaborations,9,381,0.0236,0.0300,0.0407,0.0107
external_coverage,day,2026-03-29,03-29,Partnerships / Crossovers / IP Collaborations,14,390,0.0359,0.0300,0.0407,0.0107
external_coverage,day,2026-03-30,03-30,Partnerships / Crossovers / IP Collaborations,21,407,0.0516,0.0300,0.0407,0.0107
external_coverage,day,2026-03-31,03-31,Partnerships / Crossovers / IP Collaborations,13,275,0.0473,0.0300,0.0407,0.0107
external_coverage,day,2026-04-01,04-01,Partnerships / Crossovers / IP Collaborations,4,93,0.0430,0.0300,0.0407,0.0107
external_coverage,day,2026-04-02,04-02,Partnerships / Crossovers / IP Collaborations,2,94,0.0213,0.0300,0.0407,0.0107
external_coverage,day,2026-04-03,04-03,Partnerships / Crossovers / IP Collaborations,1,44,0.0227,0.0300,0.0407,0.0107
external_coverage,day,2026-04-04,04-04,Partnerships / Crossovers / IP Collaborations,0,10,0.0000,0.0300,0.0407,0.0107
external_coverage,day,2026-04-05,04-05,Partnerships / Crossovers / IP Collaborations,0,13,0.0000,0.0300,0.0407,0.0107
external_coverage,day,2026-04-06,04-06,Partnerships / Crossovers / IP Collaborations,2,121,0.0165,0.0300,0.0407,0.0107
external_coverage,day,2026-03-13,03-13,Other,0,2,0.0000,0.5498,0.6641,0.1143
external_coverage,day,2026-03-14,03-14,Other,18404,36258,0.5076,0.5498,0.6641,0.1143
external_coverage,day,2026-03-15,03-15,Other,8310,15117,0.5497,0.5498,0.6641,0.1143
external_coverage,day,2026-03-16,03-16,Other,8986,14915,0.6025,0.5498,0.6641,0.1143
external_coverage,day,2026-03-17,03-17,Other,6158,10057,0.6123,0.5498,0.6641,0.1143
external_coverage,day,2026-03-18,03-18,Other,173,244,0.7090,0.5498,0.6641,0.1143
external_coverage,day,2026-03-19,03-19,Other,774,1335,0.5798,0.5498,0.6641,0.1143
external_coverage,day,2026-03-20,03-20,Other,354,571,0.6200,0.5498,0.6641,0.1143
external_coverage,day,2026-03-21,03-21,Other,8,11,0.7273,0.5498,0.6641,0.1143
external_coverage,day,2026-03-22,03-22,Other,4,6,0.6667,0.5498,0.6641,0.1143
external_coverage,day,2026-03-23,03-23,Other,61,99,0.6162,0.5498,0.6641,0.1143
external_coverage,day,2026-03-24,03-24,Other,25,41,0.6098,0.5498,0.6641,0.1143
external_coverage,day,2026-03-25,03-25,Other,108,184,0.5870,0.5498,0.6641,0.1143
external_coverage,day,2026-03-26,03-26,Other,923,1546,0.5970,0.5498,0.6641,0.1143
external_coverage,day,2026-03-27,03-27,Other,236,361,0.6537,0.5498,0.6641,0.1143
external_coverage,day,2026-03-28,03-28,Other,224,381,0.5879,0.5498,0.6641,0.1143
external_coverage,day,2026-03-29,03-29,Other,276,390,0.7077,0.5498,0.6641,0.1143
external_coverage,day,2026-03-30,03-30,Other,294,407,0.7224,0.5498,0.6641,0.1143
external_coverage,day,2026-03-31,03-31,Other,191,275,0.6945,0.5498,0.6641,0.1143
external_coverage,day,2026-04-01,04-01,Other,61,93,0.6559,0.5498,0.6641,0.1143
external_coverage,day,2026-04-02,04-02,Other,54,94,0.5745,0.5498,0.6641,0.1143
external_coverage,day,2026-04-03,04-03,Other,21,44,0.4773,0.5498,0.6641,0.1143
external_coverage,day,2026-04-04,04-04,Other,8,10,0.8000,0.5498,0.6641,0.1143
external_coverage,day,2026-04-05,04-05,Other,8,13,0.6154,0.5498,0.6641,0.1143
external_coverage,day,2026-04-06,04-06,Other,65,121,0.5372,0.5498,0.6641,0.1143
