dimension_type,series_type,label,label_key,group_label,adds,removes,window_net,total_moves,early_avg_net,late_avg_net,momentum_delta,sample_apps
tag,raw-tag,Otome,otome,Other,1,6,-5,7,-0.2500,0.2500,0.5000,"Crown of the Nile: Cleopatra's Choice, Cute Country, Gun Girl Go"
tag,raw-tag,Parkour,parkour,Other,3,3,0,6,0.0000,-0.2500,-0.2500,"Super Serious Golf, Beat For Speed, Flipping is Hard"
tag,raw-tag,Parody,parody,Other,1,0,1,1,0.0000,0.0000,0.0000,SWAPMEAT
tag,raw-tag,Party,party,Other,0,1,-1,1,-0.2500,0.0000,0.2500,Agent Versus
tag,raw-tag,Party Game,party game,Play Modes & Social,8,1,7,9,0.5000,0.2500,-0.2500,"Bullet Ouroboros, Ball Pain, Cursed Carts"
tag,raw-tag,Party-Based RPG,party-based rpg,Other,2,2,0,4,0.0000,-0.2500,-0.2500,"Valefor 2, Terrinoth®: Heroes of Descent, 废都物语重制版"
tag,raw-tag,Perma Death,perma death,Other,6,3,3,9,0.0000,0.5000,0.5000,"Blenderman, Dungeonfall, Trash of the Titans"
tag,raw-tag,Philosophical,philosophical,Other,1,1,0,2,0.0000,0.0000,0.0000,Souls of the Dead
tag,raw-tag,Physics,physics,Simulation & Sandbox,16,8,8,24,-0.5000,1.7500,2.2500,"Extreme Forklifting 3, Hyperlane Highway, Isle of Food"
tag,raw-tag,Pirates,pirates,Other,3,2,1,5,0.0000,-0.2500,-0.2500,"郑成功传 Clash of Armadas: Koxinga, Penguin Pirates, Cosmic Gold Rush"
tag,raw-tag,Pixel Graphics,pixel graphics,Visual & Format,12,10,2,22,0.0000,1.0000,1.0000,"Settle, Tidy Shadows, Dungeonfall"
tag,raw-tag,Platformer,platformer,Other,8,5,3,13,0.5000,0.2500,-0.2500,"A Webbing Journey, Mask of Soul, Goose vs Zombies"
tag,raw-tag,Point & Click,point & click,Other,4,3,1,7,0.0000,-0.5000,-0.5000,"Hope in the City, Smoking Gun, Terrafactory: Idle Planet"
tag,raw-tag,Political,political,Other,3,2,1,5,0.0000,0.2500,0.2500,"Alder Forge 2, The Three Kingdoms of Shadows: Xuzhou, The King's Magic"
tag,raw-tag,Political Sim,political sim,Other,2,3,-1,5,0.0000,0.2500,0.2500,"Second Chance at a Billion, Deductopia Demo, Microlandia"
tag,raw-tag,Politics,politics,Other,1,0,1,1,0.0000,0.2500,0.2500,Life is Strange: Reunion
tag,raw-tag,Post-apocalyptic,post-apocalyptic,Other,3,2,1,5,0.0000,0.0000,0.0000,"All Roads Connected, Sicarius, Waste Runner: Critical Waste"
tag,raw-tag,Precision Platformer,precision platformer,Other,4,5,-1,9,0.0000,0.0000,0.0000,"Reng Azure Requiem, ワンコワンコ大作戦, Don't Fall"
tag,raw-tag,Procedural Generation,procedural generation,Other,8,6,2,14,-0.5000,0.0000,0.5000,"PatchWorld, Beat For Speed, SWAPMEAT"
tag,raw-tag,Programming,programming,Other,1,2,-1,3,0.0000,0.0000,0.0000,"PatchWorld, Logic World, Phaze Shift"
tag,raw-tag,Psychedelic,psychedelic,Other,3,3,0,6,0.0000,-0.5000,-0.5000,"The Assessment, DopeNet, Super Chaos"
tag,raw-tag,Psychological,psychological,Other,4,2,2,6,0.0000,0.7500,0.7500,"Hope in the City, INDOORS, Chaosfall"
tag,raw-tag,Psychological Horror,psychological horror,Atmosphere & Horror,13,6,7,19,-0.2500,1.2500,1.5000,"Homeless, Lens Of Fear, The Secret Story Night Shift"
tag,raw-tag,Puzzle,puzzle,Other,12,9,3,21,0.2500,0.0000,-0.2500,"Back To The Collis, Defend Your Land, Kingdomino"
tag,raw-tag,Puzzle Platformer,puzzle platformer,Other,2,1,1,3,0.2500,0.0000,-0.2500,"Rebind, Sync Together, MeowSon"
tag,raw-tag,PvE,pve,Other,13,9,4,22,-0.5000,0.7500,1.2500,"Hyperlane Highway, Lens Of Fear, Super Chaos"
tag,raw-tag,PvP,pvp,Other,10,4,6,14,0.0000,1.0000,1.0000,"Adrift: In the Corners of Time, 戚继光 Qi Jiguang: Art of War, 郑成功传 Clash of Armadas: Koxinga"
tag,raw-tag,Quick-Time Events,quick-time events,Other,2,8,-6,10,0.0000,-1.0000,-1.0000,"The Beast Inside, Beat For Speed, Bubblizion"
tag,raw-tag,Racing,racing,Sports & Racing,2,6,-4,8,0.2500,-0.5000,-0.7500,"DETOUR, Hyperlane Highway, Ball Pain"
tag,raw-tag,Real Time Tactics,real time tactics,Other,2,3,-1,5,0.0000,-0.5000,-0.5000,"戚继光 Qi Jiguang: Art of War, 郑成功传 Clash of Armadas: Koxinga, Ashes of the Singularity II"
tag,raw-tag,Real-Time,real-time,Other,1,0,1,1,0.0000,0.2500,0.2500,MMM Weird Adventure
tag,raw-tag,Realistic,realistic,Other,10,9,1,19,0.2500,-0.7500,-1.0000,"Frutiger Home, Siege of Acres, Smoking Gun"
tag,raw-tag,Relaxing,relaxing,Indie & Casual,8,14,-6,22,0.0000,-0.2500,-0.2500,"Hakimi Blaster - Hakimi Survivors, 成为皇帝！我的万亿美女星球帝国, Raccoon Valley Tycoon"
tag,raw-tag,Remake,remake,Other,1,0,1,1,0.0000,0.2500,0.2500,DARK SOULS II: Scholar of the First Sin
tag,raw-tag,Replay Value,replay value,Other,7,1,6,8,0.2500,1.0000,0.7500,"DopeNet, Valefor 2, Chaosfall"
tag,raw-tag,Resource Management,resource management,Other,11,6,5,17,0.2500,0.0000,-0.2500,"FULL METAL COFFIN, Dicebinder, DopeNet"
tag,raw-tag,Retro,retro,Visual & Format,24,12,12,36,0.7500,0.2500,-0.5000,"Darwin's Paradox!, Fright Train, Project: Haste"
tag,raw-tag,Rhythm,rhythm,Other,3,0,3,3,0.0000,0.0000,0.0000,"Kaz, Threadline, TSAREVNA. Age of Tales"
tag,raw-tag,Robots,robots,Other,2,4,-2,6,0.5000,-0.2500,-0.7500,"Rogue Mech, Bamboozle, Biocybernetic Trap"
tag,raw-tag,Roguelike,roguelike,Other,10,11,-1,21,-1.0000,0.5000,1.5000,"Apple Man Sam, Chernobots, Demon Hunters"
tag,raw-tag,Roguelike Deckbuilder,roguelike deckbuilder,Other,4,1,3,5,0.0000,0.7500,0.7500,"Dicebinder, Valefor 2, Monster Tavern"
tag,raw-tag,Roguelite,roguelite,RPG & Fantasy,14,7,7,21,0.2500,1.0000,0.7500,"Fright Train, Siege of Acres, Dicebinder"
tag,raw-tag,Roguevania,roguevania,Other,1,1,0,2,0.0000,0.0000,0.0000,"Son-Hit Origins, 沙城争霸"
tag,raw-tag,Romance,romance,Other,7,3,4,10,0.2500,0.2500,0.0000,"The Secret Story Night Shift, Crown of the Nile: Cleopatra's Choice, Moonlight Apothecary"
tag,raw-tag,RPG,rpg,RPG & Fantasy,23,17,6,40,0.2500,1.7500,1.5000,"Abyss Diver, Arkus, Atre: Dominance Wars"
tag,raw-tag,RPGMaker,rpgmaker,Other,2,0,2,2,0.0000,0.0000,0.0000,"SIONIC LOVE, The Inverted Tower"
tag,raw-tag,RTS,rts,Other,1,1,0,2,0.0000,0.2500,0.2500,"Atre: Dominance Wars, Tears of Adria"
tag,raw-tag,Runner,runner,Other,2,2,0,4,0.0000,0.0000,0.0000,"Code Velocity, Hyperlane Highway, Getting Stronger"
tag,raw-tag,Sailing,sailing,Other,0,1,-1,1,0.0000,-0.2500,-0.2500,郑成功传 Clash of Armadas: Koxinga
tag,raw-tag,Sandbox,sandbox,Simulation & Sandbox,12,10,2,22,-0.5000,1.0000,1.5000,"Atre: Dominance Wars, The Secret Story Night Shift, Thug Life"
tag,raw-tag,Satire,satire,Other,2,2,0,4,0.0000,0.5000,0.5000,"Land Of Opportunities, Monetaria, Mewseum: Film Festival"
tag,raw-tag,Sci-fi,sci-fi,Other,13,11,2,24,-0.7500,0.7500,1.5000,"Hello World, Hyperlane Highway, 成为皇帝！我的万亿美女星球帝国"
tag,raw-tag,Science,science,Other,2,4,-2,6,0.0000,-0.7500,-0.7500,"FULL METAL COFFIN, Neolithic Dawn, Drop Not Allowed"
tag,raw-tag,Score Attack,score attack,Other,6,6,0,12,0.0000,0.0000,0.0000,"DopeNet, Coin Pusher Casino, Crepuscule Alley"
tag,raw-tag,Sexual Content,sexual content,Other,12,11,1,23,-0.2500,0.5000,0.7500,"AIKO: AI Girlfriend 3D Life Sim, 被击垮而堕落的强气人妻, RogueDiceR"
tag,raw-tag,Shoot 'Em Up,shoot 'em up,Other,4,4,0,8,0.0000,-0.2500,-0.2500,"Hyperlane Highway, Piroot, Super Chaos"
tag,raw-tag,Shooter,shooter,Other,7,8,-1,15,-0.2500,-0.2500,0.0000,"Fright Train, Hyperlane Highway, Lens Of Fear"
tag,raw-tag,Shop Keeper,shop keeper,Other,4,1,3,5,0.2500,0.2500,0.0000,"Plucked Up, Growth, Clerks and Quirks"
tag,raw-tag,Short,short,Other,7,2,5,9,0.0000,0.0000,0.0000,"ワンコワンコ大作戦, Night Shift, The Legend of Chalkvania"
tag,raw-tag,Side Scroller,side scroller,Other,4,4,0,8,0.2500,0.5000,0.2500,"Mask of Soul, Drag Racing 3D: Streets 2, Celestial Lumina"
tag,raw-tag,Simulation,simulation,Simulation & Sandbox,21,23,-2,44,0.5000,-1.0000,-1.5000,"Atre: Dominance Wars, PatchWorld, The Secret Story Night Shift"
tag,raw-tag,Singleplayer,singleplayer,Play Modes & Social,51,47,4,98,0.5000,1.2500,0.7500,"Dark Age Dinos, Hello World, Hyperlane Highway"
tag,raw-tag,Social Deduction,social deduction,Other,1,2,-1,3,0.0000,0.2500,0.2500,"WISE GUYS, CONDEMNED: Nightfall, Assassins Arena"
tag,raw-tag,Software,software,Other,2,1,1,3,0.0000,0.5000,0.5000,"PatchWorld, Aimlabs, Drop Not Allowed"
tag,raw-tag,Software Training,software training,Other,1,1,0,2,0.0000,-0.2500,-0.2500,Aimlabs
tag,raw-tag,Sokoban,sokoban,Other,1,1,0,2,0.0000,0.0000,0.0000,"Pathways & Poltergeists, MergePiece: Merge pixels into masterpieces"
tag,raw-tag,Solitaire,solitaire,Other,1,1,0,2,0.0000,-0.2500,-0.2500,"纵横麻将 Matrix Mahjong, Dotu"
tag,raw-tag,Souls-like,souls-like,Other,7,9,-2,16,-0.2500,-0.5000,-0.2500,"Mask of Soul, Siege of Acres, 热血屠龙"
tag,raw-tag,Soundtrack,soundtrack,Other,3,3,0,6,0.2500,0.2500,0.0000,"成为皇帝！我的万亿美女星球帝国, PomoTrain: Rabbit Town, Getting Stronger"
tag,raw-tag,Space,space,Other,2,9,-7,11,-0.5000,-0.2500,0.2500,"成为皇帝！我的万亿美女星球帝国, Deep Rock Galactic: Rogue Core, Desserted"
tag,raw-tag,Space Sim,space sim,Other,1,0,1,1,0.0000,0.2500,0.2500,成为皇帝！我的万亿美女星球帝国
tag,raw-tag,Spectacle fighter,spectacle fighter,Other,1,0,1,1,0.0000,0.0000,0.0000,MechaCap Arena
tag,raw-tag,Split Screen,split screen,Other,0,2,-2,2,0.0000,-0.2500,-0.2500,"Granblue Fantasy, Need for Speed Unbound"
tag,raw-tag,Sports,sports,Sports & Racing,2,3,-1,5,0.0000,0.2500,0.2500,"Gladiatory, CarX Drift Racing Online, BIG BALLS"
tag,raw-tag,Stealth,stealth,Other,5,4,1,9,0.2500,0.2500,0.0000,"Darwin's Paradox!, Loot Goblin, Madnessarum"
tag,raw-tag,Steampunk,steampunk,Other,1,0,1,1,0.2500,0.0000,-0.2500,Lust Manor: Leona’s Secret
tag,raw-tag,Story Rich,story rich,Adventure & Story,24,11,13,35,0.2500,1.7500,1.5000,"Caribbean Tide, Cry of Fear, The Secret Story Night Shift"
tag,raw-tag,Strategy,strategy,Strategy & Management,22,21,1,43,0.2500,-0.7500,-1.0000,"Alder Forge 2, Siege of Acres, The Secret Story Night Shift"
tag,raw-tag,Strategy RPG,strategy rpg,Other,2,2,0,4,0.0000,0.2500,0.2500,"Siege of Acres, Island of Hearts, SoulTrigger"
tag,raw-tag,Stylized,stylized,Visual & Format,20,12,8,32,1.0000,1.2500,0.2500,"Fright Train, Frutiger Home, Hope in the City"
tag,raw-tag,Superhero,superhero,Other,0,1,-1,1,0.0000,-0.2500,-0.2500,Hyperlane Highway
tag,raw-tag,Supernatural,supernatural,Other,6,3,3,9,0.2500,0.5000,0.2500,"Fright Train, Night At The Mall, SANITY"
tag,raw-tag,Surreal,surreal,Other,9,5,4,14,0.0000,0.2500,0.2500,"Evil Egg, Super Chaos, SWAPMEAT"
tag,raw-tag,Survival,survival,Other,10,8,2,18,-0.2500,0.0000,0.2500,"Fright Train, Hakimi Blaster - Hakimi Survivors, Blenderman"
tag,raw-tag,Survival Horror,survival horror,Other,5,6,-1,11,0.0000,0.2500,0.2500,"The Assessment, The Secret Story Night Shift, Souls of the Dead"
tag,raw-tag,Swordplay,swordplay,Other,1,0,1,1,0.0000,0.2500,0.2500,Dungeonfall
tag,raw-tag,Tabletop,tabletop,Other,1,4,-3,5,0.0000,-0.7500,-0.7500,"Puzzle Car, Snooker Billiard, Coin Pusher Casino"
tag,raw-tag,Tactical,tactical,Other,10,11,-1,21,0.5000,-0.2500,-0.7500,"Hello World, Joker Madness 🃏, Mothership Down"
tag,raw-tag,Tactical RPG,tactical rpg,Other,3,2,1,5,0.0000,0.2500,0.2500,"Dark Age Dinos, Siege of Acres, Gladiatory"
tag,raw-tag,Tanks,tanks,Other,3,0,3,3,0.0000,0.0000,0.0000,"Hoverise Rebellion, Celestial Fragments, Splash Adventure: The Maze of Morla"
tag,raw-tag,Team-Based,team-based,Other,1,4,-3,5,0.0000,-0.2500,-0.2500,"Hello World, Stick N' Sheep, Fine Dying"
tag,raw-tag,Text-Based,text-based,Other,4,6,-2,10,-0.5000,0.0000,0.5000,"MMM Weird Adventure, Perfect Castle, Under Protocol"
tag,raw-tag,Third Person,third person,Action & Combat,12,3,9,15,0.2500,1.0000,0.7500,"Alder Forge 2, Fright Train, Race Jam"
tag,raw-tag,Third-Person Shooter,third-person shooter,Other,2,1,1,3,0.0000,0.2500,0.2500,"戚继光 Qi Jiguang: Art of War, Sync Together, KeepUp Survival"
tag,raw-tag,Thriller,thriller,Other,4,4,0,8,0.0000,0.2500,0.2500,"Mermaids are Seafood, A House Inside Me, Flick"
tag,raw-tag,Time Management,time management,Other,4,2,2,6,0.2500,0.2500,0.0000,"IT Solutions, PomoTrain: Rabbit Town, Machine Child"
tag,raw-tag,Time Manipulation,time manipulation,Other,1,2,-1,3,0.0000,0.0000,0.0000,"Hyperlane Highway, Law of Demons, Kleopatra"
tag,raw-tag,Top-Down,top-down,Action & Combat,18,4,14,22,0.5000,1.7500,1.2500,"Greed Hunters, Smoking Gun, Demon Hunters"
tag,raw-tag,Top-Down Shooter,top-down shooter,Other,3,4,-1,7,0.0000,-0.7500,-0.7500,"Strik9: Rhythm Rat Rampage, ChessBoyChess, Super Chaos"
tag,raw-tag,Tower Defense,tower defense,Other,4,2,2,6,0.0000,0.5000,0.5000,"Siege of Acres, Crown of Greed, X Space"
tag,raw-tag,Trading,trading,Other,2,4,-2,6,0.0000,0.0000,0.0000,"Aquanima, Glenwich Idle MMO, Highrise: Avatar & Social World"
tag,raw-tag,Trading Card Game,trading card game,Other,0,1,-1,1,-0.2500,0.0000,0.2500,BULK
tag,raw-tag,Traditional Roguelike,traditional roguelike,Other,1,1,0,2,0.0000,0.2500,0.2500,"Gladiatory, The Clownhouse"
tag,raw-tag,Trains,trains,Other,0,1,-1,1,0.0000,0.0000,0.0000,shapez 2
tag,raw-tag,Transhumanism,transhumanism,Other,1,2,-1,3,0.0000,-0.2500,-0.2500,"SWAPMEAT, Ashes of the Singularity II"
tag,raw-tag,Transportation,transportation,Other,1,2,-1,3,0.0000,0.0000,0.0000,"Extreme Forklifting 3, Hyperlane Highway, Rail Estate"
tag,raw-tag,Turn-Based,turn-based,Other,3,2,1,5,0.0000,0.2500,0.2500,"Virtualord, The Virtual Conqueror, KPOP SCOUT, The Curse of Feldar Vale"
tag,raw-tag,Turn-Based Combat,turn-based combat,Other,5,2,3,7,0.2500,0.7500,0.5000,"Dark Age Dinos, Hello World, Cardtonia"
tag,raw-tag,Turn-Based Strategy,turn-based strategy,Other,8,6,2,14,0.5000,0.7500,0.2500,"Hello World, Second Chance at a Billion, Bullet Ouroboros"
tag,raw-tag,Turn-Based Tactics,turn-based tactics,Other,8,9,-1,17,0.0000,-0.7500,-0.7500,"Hello World, Joker Madness 🃏, 星火燎原"
tag,raw-tag,Tutorial,tutorial,Other,0,3,-3,3,0.0000,0.0000,0.0000,"Harvest Skies: Crop Dusting Simulator, Bronzebeard's Tavern 2, Regret To Inform"
tag,raw-tag,Twin Stick Shooter,twin stick shooter,Other,4,0,4,4,0.0000,0.0000,0.0000,"WoofWatch, Rockhounds, DUMPLing"
tag,raw-tag,Typing,typing,Other,0,1,-1,1,0.0000,0.0000,0.0000,Drop Not Allowed
tag,raw-tag,Underground,underground,Other,0,1,-1,1,0.0000,-0.2500,-0.2500,Field School
tag,raw-tag,Underwater,underwater,Other,2,1,1,3,0.0000,-0.2500,-0.2500,"Super Chaos, Splash Adventure: The Maze of Morla"
tag,raw-tag,Unforgiving,unforgiving,Other,1,0,1,1,0.0000,0.0000,0.0000,Ball Pain
tag,raw-tag,Vehicular Combat,vehicular combat,Other,3,4,-1,7,0.0000,0.0000,0.0000,"Extreme Forklifting 3, FULL METAL COFFIN, Hyperlane Highway"
tag,raw-tag,Villain Protagonist,villain protagonist,Other,2,0,2,2,0.0000,0.0000,0.0000,"Mr. Sleepy Man, The Dark Queen of Mortholme"
tag,raw-tag,Violent,violent,Other,5,8,-3,13,0.0000,-0.5000,-0.5000,"Birthday Boy, DEATH STRANDING 2: ON THE BEACH, Law of Demons"
tag,raw-tag,Visual Novel,visual novel,Other,5,2,3,7,0.2500,-0.2500,-0.5000,"MYMEMORY, 成为皇帝！我的万亿美女星球帝国, Mistbound"
tag,raw-tag,Voxel,voxel,Other,1,1,0,2,0.0000,0.2500,0.2500,"Long Drive North: Co-Op RV Simulator, Microlandia"
tag,raw-tag,VR,vr,Other,2,3,-1,5,-0.5000,0.2500,0.7500,"Hyperlane Highway, IT Solutions, [ABERRATION] THE ANALYST"
tag,raw-tag,Walking Simulator,walking simulator,Other,4,6,-2,10,0.0000,-0.2500,-0.2500,"The Secret Story 1996, Trauma playground, We need a doorman."
tag,raw-tag,War,war,Other,5,3,2,8,0.2500,0.0000,-0.2500,"ALTERA, 戚继光 Qi Jiguang: Art of War, Virtualord, The Virtual Conqueror"
tag,raw-tag,Wargame,wargame,Other,2,3,-1,5,0.0000,-0.2500,-0.2500,"戚继光 Qi Jiguang: Art of War, Crown of Greed, 热血屠龙"
tag,raw-tag,Wholesome,wholesome,Other,4,2,2,6,0.0000,0.2500,0.2500,"Kingdomino, Professional Cats, My Heaven's Dale"
tag,raw-tag,Word Game,word game,Other,0,1,-1,1,0.0000,0.0000,0.0000,Under Protocol
tag,raw-tag,World War II,world war ii,Other,0,1,-1,1,-0.2500,0.0000,0.2500,A Foreign World 🔞
tag,raw-tag,Zombies,zombies,Other,6,4,2,10,-0.2500,0.2500,0.5000,"Lens Of Fear, Demon Hunters, Souls of the Dead"
